6,8
13,8
18,8
23,8
30,8
37,8
42,8
47,8
54,8
71,8
78,8
85,8
90,8
95,8
102,8
109,8
114,8
119,8
126,8
133,8
138,8
143,8
150,8
200,8
221,8
240,8
251,8
280,8
